n,p,k_p,v_p_detA,bound,slack
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
2,2,0,0,0,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
3,3,1,1,1,0
4,2,1,inf,1,inf
4,2,1,3,1,2
4,2,1,inf,1,inf
4,2,1,3,1,2
4,2,1,3,1,2
4,2,1,3,1,2
4,2,2,4,2,2
4,2,1,3,1,2
4,2,2,inf,2,inf
4,2,1,3,1,2
4,2,1,inf,1,inf
4,2,2,4,2,2
4,2,1,inf,1,inf
4,2,2,inf,2,inf
4,2,1,inf,1,inf
4,2,2,4,2,2
4,2,1,3,1,2
4,2,1,3,1,2
4,2,1,inf,1,inf
4,2,1,3,1,2
4,2,1,3,1,2
4,2,2,4,2,2
4,2,2,inf,2,inf
4,2,1,inf,1,inf
4,2,1,inf,1,inf
4,2,1,inf,1,inf
4,2,2,inf,2,inf
4,2,1,inf,1,inf
4,2,2,4,2,2
4,2,1,inf,1,inf
4,2,1,inf,1,inf
4,2,1,inf,1,inf
4,2,1,3,1,2
4,2,1,inf,1,inf
4,2,2,4,2,2
4,2,2,4,2,2
4,2,1,inf,1,inf
4,2,2,4,2,2
4,2,1,inf,1,inf
4,2,2,4,2,2
4,2,1,3,1,2
4,2,2,4,2,2
4,2,1,3,1,2
4,2,1,inf,1,inf
4,2,1,3,1,2
4,2,1,3,1,2
4,2,2,4,2,2
4,2,2,4,2,2
4,2,1,3,1,2
4,2,1,3,1,2
4,2,1,3,1,2
4,2,1,3,1,2
4,2,2,4,2,2
4,2,2,4,2,2
4,2,1,inf,1,inf
4,2,1,inf,1,inf
4,2,2,4,2,2
4,2,2,4,2,2
4,2,1,inf,1,inf
4,2,2,inf,2,inf
4,2,2,4,2,2
4,2,1,3,1,2
4,2,2,inf,2,inf
4,2,2,inf,2,inf
4,2,1,inf,1,inf
4,2,2,inf,2,inf
4,2,1,inf,1,inf
4,2,2,4,2,2
4,2,1,3,1,2
4,2,2,4,2,2
4,2,1,inf,1,inf
4,2,2,4,2,2
4,2,1,3,1,2
4,2,1,3,1,2
4,2,2,4,2,2
4,2,2,inf,2,inf
4,2,1,3,1,2
4,2,2,inf,2,inf
4,2,1,inf,1,inf
4,2,1,inf,1,inf
4,2,1,3,1,2
4,2,2,inf,2,inf
4,2,1,inf,1,inf
4,2,2,inf,2,inf
4,2,2,4,2,2
4,2,1,inf,1,inf
4,2,2,4,2,2
4,2,2,4,2,2
4,2,2,4,2,2
4,2,2,inf,2,inf
4,2,2,inf,2,inf
4,2,2,4,2,2
4,2,2,4,2,2
4,2,2,4,2,2
4,2,2,4,2,2
4,2,2,4,2,2
4,2,1,inf,1,inf
4,2,1,3,1,2
4,2,2,4,2,2
4,2,1,3,1,2
4,2,1,inf,1,inf
4,2,2,4,2,2
4,2,2,inf,2,inf
4,2,2,4,2,2
4,2,2,4,2,2
4,2,1,inf,1,inf
4,2,1,inf,1,inf
4,2,1,3,1,2
4,2,1,inf,1,inf
4,2,1,inf,1,inf
4,2,1,inf,1,inf
4,2,2,inf,2,inf
4,2,1,3,1,2
4,2,1,3,1,2
4,2,2,4,2,2
4,2,1,inf,1,inf
4,2,1,3,1,2
4,2,1,inf,1,inf
4,2,1,3,1,2
4,2,1,inf,1,inf
4,2,2,inf,2,inf
4,2,2,4,2,2
4,2,1,3,1,2
4,2,1,3,1,2
4,2,1,3,1,2
4,2,2,4,2,2
4,2,2,4,2,2
4,2,1,3,1,2
4,2,2,4,2,2
4,2,1,inf,1,inf
4,2,1,inf,1,inf
4,2,1,3,1,2
4,2,2,4,2,2
4,2,1,3,1,2
4,2,1,3,1,2
4,2,1,3,1,2
4,2,1,inf,1,inf
4,2,2,inf,2,inf
4,2,2,4,2,2
4,2,1,3,1,2
4,2,1,inf,1,inf
4,2,1,inf,1,inf
4,2,1,3,1,2
4,2,1,inf,1,inf
4,2,1,inf,1,inf
4,2,2,4,2,2
4,2,1,3,1,2
4,2,1,3,1,2
4,2,2,4,2,2
4,2,2,4,2,2
4,2,2,4,2,2
4,2,2,4,2,2
4,2,2,4,2,2
4,2,2,inf,2,inf
4,2,1,3,1,2
4,2,2,4,2,2
4,2,2,inf,2,inf
4,2,1,inf,1,inf
4,2,2,4,2,2
4,2,1,inf,1,inf
4,2,2,4,2,2
4,2,2,4,2,2
4,2,1,3,1,2
4,2,1,3,1,2
4,2,1,3,1,2
4,2,1,inf,1,inf
4,2,2,inf,2,inf
4,2,1,3,1,2
4,2,2,inf,2,inf
4,2,2,inf,2,inf
4,2,2,4,2,2
4,2,1,inf,1,inf
4,2,2,inf,2,inf
4,2,1,inf,1,inf
4,2,1,3,1,2
4,2,2,inf,2,inf
4,2,1,3,1,2
4,2,1,3,1,2
4,2,2,inf,2,inf
4,2,2,4,2,2
4,2,1,3,1,2
4,2,1,3,1,2
4,2,2,inf,2,inf
4,2,2,4,2,2
4,2,1,3,1,2
4,2,1,inf,1,inf
4,2,1,3,1,2
4,2,2,inf,2,inf
4,2,1,inf,1,inf
4,2,2,4,2,2
4,2,2,4,2,2
4,2,2,inf,2,inf
4,2,1,3,1,2
4,2,1,3,1,2
4,2,1,3,1,2
4,2,2,4,2,2
4,2,1,3,1,2
4,2,2,inf,2,inf
4,2,2,4,2,2
4,2,1,3,1,2
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,3,3,3,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,3,3,3,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,3,3,3,0
5,5,1,1,1,0
5,5,3,3,3,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,3,3,3,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,3,3,3,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,3,3,3,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,3,3,3,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
5,5,1,1,1,0
6,2,2,2,1,1
6,3,1,1,1,0
6,2,2,3,1,2
6,3,2,2,2,0
6,2,2,4,1,3
6,3,2,2,2,0
6,2,0,0,0,0
6,3,1,2,1,1
6,2,2,2,1,1
